Col 1,Col 2,Col 3,Col 4,Col 5,Source URL
Cedrus deodara,devadru,Deodar,"Devataaru,Iru thaaru,Thoon,Pathira tharugam,Thevatha surar maram, Tevadari","pinus deodara, himalayan cedar",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Celastrus paniculatus Willd.,jyotimat,Malkangni/Nammilnaraa,"Athi parichan, Vaaluluvai, Kangkuni",staff tree,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Centella asiatica,"makapar, brhm",Brahmmaandokee,"Yosanavalli, Saraswathy, Sandaki, Vallarai","spadeleaf ,indian penny wort",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Chonemorpha fragrans,mrv,,Perumkurumpa,Wood Vine,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Cinnamomum camphora,karpra,Kafoor,"Karpooram, Kanagasaram, Kuruvikodi, Palidam, Sasi,. Sandiran, Soman, Soodan, Indu","camphor laurel, camphor tree, camphortree, Camphor",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Cinnamomum tamala Nees,"tejapatra, nalik",Sazaj Hindi/ Patraj,"Lavangapathri,Kattu karuvapattai, Kattu kirambu, Perialavangapattai, Thalisapatri",indian bark,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Cinnamomum verum J.Presl.Syn. C. zeylanicum Blume,,,"Karuva, Lavangappattai, Karuvappattai","Cinnamon, Ceylon
Cinnamon",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Cinnamomum wightii Meissn.,tejapatra bheda,,Sirunagappu,,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Cinnamomum zeylanicum Blume,tvak,Daarchini,"Ilavangapattai,Karuvappattai",cinnamon,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Cissus quadrangularis Linn.,"asthisahta, asthikhal",,"Pirandai, Vajravalli, Indiravalli, Utthanasanjeevi,Uchiradam","Square Stalked Vine, Adamant Creeper",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Citrullus colocynthis,indravru,Hanzal,"Pei kummatti,Kalingam,Pichi kaay,Vari thummatti",colocynth,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Citrullus vulgaris var. fistulosus,iia,Tinda/Dastamboya,"Peykkumatti, Varikkumatti, Pitchapalam, Mulam, Pitcha",,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Citrus limon,"jambra phala, nimbu",Utraj/Lemoon,Periya elumichai,lemon,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Citrus medica Linn.,bjapra,Beej Purah/Bajoorah/Turanj/ Naaranj,"Elumichai, Kadaranarathai, Kogilacham, Maruchagam,Pazham, Kommatti madulai, Narattampazham",citron,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Cleome gynandra Linn.,"ajagandh, tilapar?",,"Thai velai, Nalvelai, Kadugu","spider whisp, spiderflower, spiderwisp",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Clerodendrum divaricatum Jack Syn.,bhrag,Baharangi/Bharangi,"Ankaravalli, Siruthekku, Kanduparangi, Vathamadakki","Turks Turban, Tube-flower",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Clerodendrum inerme,pisig,,"Peenari sangankuppi,Anjali, Nir nochi, Sarupparachi,Kundali,Kol, Pinashangamkuppi, Idampurisangam",embrert,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Clerodendrum multiflorum,"agnimantha laghu, tarkr",Taankal/Taankli/Arnie,"Thaluthazhai, Vathamadakki",,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Clitoria ternatea Linn.,"aparjit, akhapup",Abrajita,"Kakkarattan,Sangu pushbam,Kakkanam,Kakkanathi, Minni, Kumarimani",Asian pigeonwings,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Coccinia grandis,bimb,Kandoori/Bambi,"Kovai, Kuwai","ivy gourd, scarlet-fruited gourd",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Cocos nucifera Linn.,nrikela,Narjeel/Naryal,"Thenkaai, Naalikeram, Poologakarpaga vritcham, Mudiyarasan, Mukkannan,Ilaangali,Thennai",coconut palm,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Corallocarpus epigaeus Benth. ex Hook. f.,"ukans, nahik",,"Aakaasa karudan,Kollankovai,Pei seendhil",,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Coriandrum sativum Linn.,dhnyaka,Kishneez,"Kottha malli,Urularisi,Dhaniya","Chinese parsley, Chinese-parsley, coriander",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Coscinium fenestratum,"klyaka, ptacandana, drharidr",,"Maramanjal, Atturam, Imalam, Kadari, Pasamantram, Sanniyam, Udubadi, Kaalaeyakam, Thaaruvi",,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Costus speciosus,"kemuka, kalihr",Pushkar Mool/Phukhar/Rumnaashnam,"Koshtam, Kura, Oli, Kuravam",canereed,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Crateva nurvala Buch. -Ham.,varua,Barna.,"Mavilingam, Kumaarakam, Varani, Maralingam",,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Crocus sativus Linn.,kukuma,Zafran/Gumr/ Gumrah,"Kungumapoo,Gnalal poo,Kashmiram","saffron crocus, Saffron",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Croton tiglium Linn.,jayapla,Habb-al- Mulook/Maahudaana,"Nervaalam, Naganam, Saiyabalam,Nigumbam, Thendi, Chiduram, Shobi, Nagathenthi",purging croton,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Cuminum cyminum Linn.,vetajraka,Zeerah,"Seerakam, Asai, Seeri, Posanakudori,Upakumba peesam,Pittha naasini,Prathivikaa,Methiyam","cumin, Cumin seed",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Curculigo orchioides Gaertn.,"tlaml, mual",Musli Siyah,"Nilappanankizhanku,Vaaraagi,Kurathi,Chithi,Thalai thathu,Nila velumi,Thaalamooli,Thirana rasan",,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Curcuma aromatica Salisb.,vana haridr,,Kasthoori manjal,curcuma,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Cuscuta reflexa Roxb.,amarvall,Kasoos/Aakaash Bel/ Amar Bel/ Afteemoone Hindi,"Muthiyarkoonthal, Kuthirai vaali, Miriyar koonthal, Saran, Sadadari","giant dodder,  Cuscuta, Dodder",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Cycas circinalis Linn.,hintla,,"Canningay, Madana kamapu, Kama, Peyindu, Varagudu, Urai",queen sago,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Cynodon dactylon,drv,Doob / Najm,"Arukan pull, Patham, Moothandam, Dhurvaathi, Megari, Ganapathi pathiram","Bermudagrass, chiendent pied-de-poule, common bermudagrass, devilgrass, grama-seda, manienie, motie molulu",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Cyperus rotundus Linn. / Cyperus scariosus R. Br. / Cyperus arundinaceum Baker,"mustaka, gaadrv",Nager motha/Saad Kufi / Sad Kufi,",muthakasu ,varaga patchani,korai kizhangu","chaguan humatag, cocograss, kili'o'opu, nutgrass, pakopako, purple nutsedge",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Datura inoxia Mill.,dhattra bheda,,Oomathai,"angel's trumpet, desert thornapple, sacred datura",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Diospyros montana Roxb.,"viatinduka, kkatinduka bheda",Tendu Talkh,"Vakkanai, Vakkanathan, Vellai thuvarai, Vel vakkanai, Muchi thangi",Mountain persimmon,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Dolichoas gladiatis,,,Kozhiavarai,Sword bean,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Dryobalanops camphora,karpra,,"Pachaikarpooram, Karpooran-chenna, Karuppuram, Karpuram",Borneo camphor,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Eclipta prostrata,bhgarja,Bhangra,"Kaiyanthakarai, Vellai karisalai","eclipta, false daisy",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Elettaria cardamomum,skmail,Heel Khurd/Qaaqulah Sagheer,"Yaelakkai,Aanji,Dhudi,Korangam","cardamom, Lesser Cardamom",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Embelia ribes Burm. f. / Embelia tsjeriam-cottam A. Dc Syn. E. robusta C.B Clarke,viaga,Baobarang/Babrang/Bakaj Kabuli/Abranj/Barnaq,"Vaayvidangam, Keralam, Varnanai, Vellal",Embelia.,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Eravetamia coronaria Stapf. Syn. Tabernaemontana divericata,,,"Nanthivattaim, Kiranthithakaram","Crape Jasmine, Pinwheel flower",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Euphorbia hirta Linn.,dugdhik bheda,Dudhh Khurd/Naagarjuni Dudhi,"Ammaan pachai arisi, Chithirapaalaadai, Suduthuraththi","Euphorbia, Australian AsthmaWeed, Pill-bearing Spurge",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Euphorbia neriifolia Linn.,snuh,Thuhar,"Ilaikalli, Manchevi kalli, Naynakki, Nadangi",Indian spurgetree,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Euphorbia nivola Ham.,,,Ilaikalli,,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Euphorbia tirucalli Linn.,"saptal bheda, aguliy thhara",Taz/Konpal,"Thirugukalli, thiruvatti, Pachan kalli, Kombu kalli, Kiri",Indiantree spurge,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Evolvulus alsinoides Linn.,viukrnt,Sankhaholi/Wishnukraant/Neelposhaini,Vishnugrandhi,"slender dwarf morning-glory, slender dwarf morningglory, slender dwarf-morning-glory",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Fagonia ceilanica Thunb.,,,Kolukattai,,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Ferula foetida regel,higu,Hilteet/Heeng/Anjodaan,"Perungayam;Gayam,Pothanasam,Ingu,Santhunasam,Athiyakirakaram,Valeegam, Sagasthirabedhi",asafetida,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Ficus benghalensis Linn.,"nyagrodha, vaa",,"Aalamaram, Vadam, Pootham, Vanongi, Iyakkurotham, Pudavritcham, Vadavirukam, Palu maram, thol m",Indian banyan,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Ficus racemosa Linn.,udumbara,Gular/ Jummaiz/Alaf Hindi,"Atthi, Atham, Athavu, Uthumbaram, Koli, Supirathashtam",clustertree,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Ficus religiosa Linn.,avattha,Peepal,"Arasu, Aswatham, Bodi, Kanavam, Pippilam, Megathurumam, Narayanam, , Vanagandhi, Thiru maram",peepul tree,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Glinus lotoides Linn.,gandhb,,"Siru seruppadai,Seruppadi","glinus, lotus sweetjuice",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Glinus lotoides Linn. Syn. Mollugo hirta Thunb.,"ad, bhissa",,"Siru seruppadai,Seruppadi, Kachantarai, Thiraai",Glinus,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Glycyrrhiza glabra Linn.,"yaimadhu, kltaka",Rubb-al-Soos/Asl-al-Soos,"Athimathuram, Athingam, Atti, Mathugam, Kundri vaer",cultivated licorice,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Gmelina arborea Linn.,,,Kumiz.,"Snapdragon Tree, Gmelina, White beech, White teak",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Gossypium arboreum Linn.,udyna krpsa,,"Paruthi, Semparuthi",tree cotton,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Gossypium herbaceum Linn.,krpsa,Panbah Daanah/Habb-al-Qutn,"Paruthi, Karpasam, Panchu,Samuthrandam, Tulavam,Uttri, Pari,Aachada nabalai",Levant cotton,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Gymnema sylvestre,"meag,  madhunin",Gurmar Buti/ Gurmar Booti,"Sirukurinjan,Athigam, Sakkaraikkolli, Amuthu pushpam, Ayagam, Kogilam, Shagacharam",miracle fruit,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Helianthus annuus Linn.,sryvarta,Surajmukhi/ Dowaar-al-Shamsh/ Abbaad-al-Shamsh/ Ain-al-Shamsh/ Hasheesh-al-Aqrab/ Saamir Yauma/ Tarishool,Suriyakanthi,"annual sunflower, common sunflower, sunflower, wild sunflower",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Heliotropium indicum Linn.,hastiu,Haathi Sundi/Haathi Shunda/ Hastisunda,"Siru thelkodukku , Nakkippu","India heliotrope, Indian heliotrope, Heliotrop",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Hemidesmus indicus,sriv,Ushbah Hindi / Anant Mol,"Nannaari,Ankaari mooli,Paadhala mooli,Krishna valli,Kaama valli,Neerundi,Saariyam,Saaribam,Paarkkodi",Indian Sarsaparilla,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Hibiscus rosa-sinensis Linn.,"jap, auhrapupa",Gul-e-Gurhal,"Chemparathai, Arattam, Mandaram, Sappathu poo, Sivanda vesai","chinese hibiscus, shoebackplant",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Holarrhena antidysenterica,"kuaja, indrayava",Inderjao Talkh/Teewaj-e-Khatai,"Kudasapaalai,Kulappalai,Kasappu vetpalai",tellicherry bark,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Hopea glabra Wight& Arn.,,,Kongu,,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Hyoscyamus niger Linn.,praska yavn,Bazr-ul-Banj/ Ajwain Khorasani,"Kurochani omam,Tippiam,Karsavai,Kaarabi, Korusanai","black henbane, henbane",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Jasminum angustifolium,vanamall,,"Kaattumalligai, Kaattu mullai, Adachalam, Kanmelaval, Marugu, Mullai, Vanamalligai, Sirumalligai",wild jasmine,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Justica prostrata Gamble,,,Oduodukki,,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Justicia adhatoda Linn.,vs,,"Adathodai,vasai",Malabar nut,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Lagenaria siceraria,"tumbin, kautumb, albu",Kadu-e-Daraaz/ Lauki,Surakkai,"Bottle gourd, Calbash gourd",https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Lannea coromandelica,"jigi, guamanjar",Gharwaal,"Wodier, Kalasan, Odi maram, Mothakam",,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
Leucas aspera Spreng.,droapup bheda,Asebra Adeemat-al-Laun,"Thumbai,Imuganaar vettri",White Dead Nettle,https://www.tkdl.res.in/tkdl/langdefault/Siddha/Utility/KeywordDemo/Plant-Name.asp
