Col 1,Col 2,Col 3,Col 4,Col 5,Source URL
Blurring of vision,Aspaa dri,Kheeragee-e-Chashm,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Bronchial asthma,tamaka vsa,Zeeq-al-Nafas Shubi/Zeeq-al-Nafas/ Rabw,Eraippu Erunal,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Bruise,Aghta,Zarba-o-Saqta,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Burn and Scald,Drvadagdha,Harq-o-Salq,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Burning micturition,Mutradaha,Hurqat-al-Baul,Neer erichal,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Cancer,Karkarbuda,Sarataan,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Cancrum,,Aakilah/Gosht Khorah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Cancrum oris,,Aakilat-ul-Fam,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Cardialgia,,Waja -ul- Fuwaad,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Cerebral Anaemia/Cerebrasthenia,,Zof-e-Dimaagh,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Chill and rigors,vepathu,Larzah-wa-Qasha'reerah,Kulir/Nalir,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Chloasma,Nilika,Jhaeen,Karum Thol,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Cholera,,Haiza,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Chronic cough,jraksa,Su'aal-e-Muzmin,Naal Patta erumal,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
"Cissa,Pica",Mttik bhakana,Ukooni/Fasaad-e-Shahwat/Wahm,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Coldness of the uterus and vulva,,Buroodat-e-Rehm wa Farj,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Compound fever,,Humma-e-Murakkab,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
concussional headache,,Suda-e-Tazazu'I,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Congestion,,Imtila,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Constipation,,Qabz,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Corneal Opacity,,Bayaaz-e-Chashm,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Coryza and catarrh,,Nazla Zukaam,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Coxalgia,,Waja-ul-Warik,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Cracked Lips,oha sphuana,Shiqaaq-e-Shafatain,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Cramp/Convulsion/Spasm,,Tashannuj,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Cyanosis of the eye,,Zurqah-ul-Ain,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Cystalgia,,Waja-ul-Masaanah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Cystolith,,Hasaat-e-Masaanah,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Dandruff,druaka,ibriyah/Abriyyah/bafa,Podugu,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Darkness,,Tareeki-e-Chashm/ Zulmat-e-Basar,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
deafness,,Samam/Samma,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
Delerium,,Hazayaan,,,https://www.tkdl.res.in/tkdl/langdefault/Unani/Utility/KeywordDemo/Diseases.asp
