Col 1,Col 2,Col 3,Col 4,Col 5,Source URL
Garcinia morella,"kakuha, tamla",Seyaam Taal/Tamaal/Kaala Taad/Farfiraan-e-Hindi,"Makki  ,Solai puli, Iravel sinni, Korag puli",Indian Gamboge,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Garcinia pedunculata Roxb.,amlavetasa,,,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Gentiana kurroo Royle,"tryama, tryant",Neel Kanthi/Pashanbheda/Utparbahi,Nilavembu,"Himalayan Gentian, Indian
Gentian Root",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Gloriosa superba Linn.,lgal,,"Kalappaikizhangu,Karthikai kizhangu,Kandhal kizhangu,Ven thondri kizhangu,Ilangali kizhangu",flame lily,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Glycyrrhiza glabra Linn.,"yaimadhu, kltaka",Rubb-al-Soos/Asl-al-Soos,"Athimathuram, Athingam, Atti, Mathugam, Kundri vaer",cultivated licorice,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Gmelina arborea Roxb.,gambhr,,"Gumuaduteku, Gumadi, Kattanam",gumhar,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Gossypium herbaceum Linn.,krpsa,Panbah Daanah/Habb-al-Qutn,"Paruthi, Karpasam, Panchu,Samuthrandam, Tulavam,Uttri, Pari,Aachada nabalai",Levant cotton,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Grewia asiatica Linn.,paruaka,Phaalsah,"Palisa, Tadachi,Unnu",phalsa,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Grewia tiliifolia Vahl,dhanvana,,"Unnu,Sadachi, Tada, Tarra, Una",Dhaman,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Gymnema sylvestre,"meag,  madhunin",Gurmar Buti/ Gurmar Booti,"Sirukurinjan,Athigam, Sakkaraikkolli, Amuthu pushpam, Ayagam, Kogilam, Shagacharam",miracle fruit,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Habenaria intermedia D. Don / Dioscorea bulbifera Linn.,ddhi-vddhi bheda,,"Vetrilai valli,Kaai vallikodi",,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Hedychium spicatum Buch.- Ham.,a,,Seemaikichilikizhangu,Spiked Ginger Lily,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Helianthus annuus Linn.,sryvarta,Surajmukhi/ Dowaar-al-Shamsh/ Abbaad-al-Shamsh/ Ain-al-Shamsh/ Hasheesh-al-Aqrab/ Saamir Yauma/ Tarishool,Suriyakanthi,"annual sunflower, common sunflower, sunflower, wild sunflower",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Hemidesmus indicus,sriv,Ushbah Hindi / Anant Mol,"Nannaari,Ankaari mooli,Paadhala mooli,Krishna valli,Kaama valli,Neerundi,Saariyam,Saaribam,Paarkkodi",Indian Sarsaparilla,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Holarrhena antidysenterica,"kuaja, indrayava",Inderjao Talkh/Teewaj-e-Khatai,"Kudasapaalai,Kulappalai,Kasappu vetpalai",tellicherry bark,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Holoptelea integrifolia,ptikaraja,,"Aya, Ayil, Kanci, Vellaya",,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Hordeum vulgare Linn.,yava,Jau/Sha'eer,Barley arici,"Barley, cereal barley, common barley",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Hugonia mystax,kasamra,,"Agori,Motirakkanni",,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Hybanthus enneaspermus,sthalapadma,,"Purusharathnam,Suria gandhai,Oridhazh thamarai",,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Imperata cylindrica Beauv./ Imperata arundinacea Cyr.,darbha,Kookha,"Tharbaipul, Inanga pul,Varlipul, Naanal","thatch grass,alang-alang, blady grass, cogon grass, cogongrass, kunai, paillotte, santintail",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Indigofera tinctoria Linn.,nl,Neel/Wasmah/Neelaj/Leenaj/Shaal Khatee/Katam/Neelaj janglee/Andgo/Wargamma/Kereneli,"Neeli, Avuri, Madhuparunigai, Karuntholi, Irasani, Chamundi, Atthipurasatam, Neelam","common indigo, indian indigo",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Inula helenium Linn./ Inula racemosa Hook.,pukara,Raasan,,Elecampane,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Jasminum officinale Linn.,jt,Chemeli/Yasmeen/Yasman,"Mullai, Pichchi, Padarmalligai, Manmathapaanam",poet's jasmine,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Jatropha glandulifera,"dravant, vyghrairaa",,"Adalai, Eliyamanakku, Udalai",,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Juniperus communis Linn.,"hapu, hubera",Abhal/A'ra'r/Sarw Koohi,,"common juniper, dwarf juniper",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Justicia adhatoda Linn.,vs,,"Adathodai,vasai",Malabar nut,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Lagenaria siceraria,"tumbin, kautumb, albu",Kadu-e-Daraaz/ Lauki,Surakkai,"Bottle gourd, Calbash gourd",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Leea macrophylla Roxb. ex Horn.,"hastikarapala, hastkanda",,,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Lens culinaris Medic,masra,Adas/Masoor,Misurparuppu,Lentil,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Leonotis nepetiaefolia,granthipar,,,Christmas candlestick,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Leptadenia reticulata Wight & Arn.,jvant,Jeevanti,"Palaikodi, Pala kudai",,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Leucas cephalotes Spreng.,droapup,Tumba,Thumbai keeri,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Lilium polyphyllum D. Don / Withania somnifera,"kakol, krakkol",Kaakoli,,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Luffa aegyptiaca Mill.,"dhmrgava, mahkotak",,"Pikku, Pichuku, Kutti pira, Tureippirku","Sponge gourd, Vegetable sponge",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Luffa echinata Roxb.,"jimtaka, devadl",Daab / Daangri/Leef/Lof-e-Misri,Mozhukupirkankai,Bristly Luffa,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Lygodium flexuosum,rudraja,,,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Malaxis acuminata D. Don Syn.,abhaka,,,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Malaxis muscifera,jvaka,,,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Mallotus philippensis Muell.-Arg.,kampilla,Kamila/Qimbeel,"Kapli, Kungumam, Kurangumanjanathi,Kamalaa,Kambillam, Kamela",Kamala tree,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Malva rotundifolia Linn.,suvarcal,,Kattu kadalai,"Round-leaved Mallow,
DrawfMallow, Cheese Cake Flower",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Mangifera indica Linn.,mra,Anba/Aam,"Maa, Kokku, Sootham, Kuthirai, Aambhiram, Maanthi, Maazhai",Mango,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Marsdenia tenacissima Wight. & Arn. / Chonemorpha fragrans,mrv,,,White Turpeth/Wood Vine,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Martynia annua Linn.,kkans?,Bakhoor-e-Maryam/Panja-e-Maryam/Haathajori,"Thelkodukkukai, Pulinagam","Devil's claw, Tiger clw",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Melia azedarach Linn.,"mahnimba, kaiarya",Bakayin/Khasi-ud-deek,"Thylukkanivembu, Malaivembu","Persian liliac, Bead tree",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Mesua ferrea Linn.,ngakeara,Narmushk/Nagkesar,"Chirunagappu, Nangu, Nagakesara, Nagachembakam,Aadagam,Kaanchanam,Kesaram",Mesua,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Michelia champaca Linn.,campaka,Champa,"Shenbagam, Amariyam, Vandumarmalar, Shampangi",Champak,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Mimosa pudica Linn.,lajjlu,Chhuee Muee,"Thottalvadi, Lachagi",Sensitive plant,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Mimusops elengi Linn.,bakula,Mulsari,"Magilam, Ilangi, Vagulam, Mogadam",Bulletwood,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Momordica charantia Linn.,kravellik,Karela,"Pavakkai,Kaaravalli,Kooram,Koolam","Bitter gourd, carilla fruit",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Momordica dioca Roxb.,vandhykarkoak,Kakoda / Baqla-e-Yahoodia,"Tholoopavai,Pazhupagal, Mithi pagal, Egaravalli, Kattuppakkal","Small Bitter Gourd, Bur
Cucumber",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Moringa pterygosperma C.F. Gaertn.,igru veta,Shajana/Sohanjana,Murungai,"Drumstick tree, Horse radish tree",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Mucuna pruriens,tmagupt,Konch/Koonch,"Poonaikkali, Kandothi, Markadi","Common cowitch, Cowhage",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Musa paradisiaca Linn.,kadal,Kela/Mouz,"Vazhai, Arambai, Kadhali, Thayai kondravan","Edible banana, Plantain, Banana",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Myrica esculenta Buch.-Ham. ex D. Don Syn.,kaphla,Kaaifal/Daar-e-Sheeshaan,marutham,Box myrtle,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Myristica fragrans Houtt.,"jtphala, jtipatr",Bisbasa / javetri / Jauzbuwa,"Jathikai ,kulakkai,Vasuvaasi ,jathipathri",Nutmeg tree,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Nardostachys Jatamansi,"jams, mur",Sunbul-al-Teeb/Baalchhar,"Sadamangil,Sadachi,Pysaasi,Maamisi,Bootha kesini,Sadilai","Spikenard, Indian nard",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Nelumbo nucifera Gaertn.,"kamala, prapauarka",Padam Kesar/Kanwal gatta.,"Ambal, Thamarai,Kamalam,Sooriya natpu,Aravindham,Mundagam,Pankajam,Padhumam,Sivapputamarai","Sacred lotus, Indian lotus, Chinese water lily",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Nigella sativa Linn.,"upakucik, magaraila",Kalonji/Shooneez,"Karunjeerakam,Aranam,Uba kunjikai","Small fennel, Black cumin",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Nyctanthes arbor-tristis Linn.,"prijtaka, ephlik",Har Singhar,"Manjapu, Pavalamalligai,Paarijaatham","Night jasmine, Coral jasmine",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Nymphaea alba Linn.,kumuda,Nilofer/ Full,"Neidhal kizhangu,Aambal,Kumutham,Kayiravam","European white water-lily, Water Lily",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Nymphaea stellata Willd.,utpala,,"Karu neithal, Neelorpalam, Alli",Indian blue water-lily,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Ocimum basilicum Linn.,barbar,Firanjmushk/Bilu  Gandi/Slosamber  /Slosambar / Sisambar/ Susur,"Thiruneetruppachai, Karandai","Sweet basil, Common basil",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Ocimum canum Sims,vanatulas,Nammaam Bustani/Arqals/Kali Tulsi,"Naay thulasi, Kanjangorai",Hoary basil,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Ocimum sanctum Linn.,"tulas, suras",Raihan/Shahasfaram/Tulsi/Zeemraan,"Krishna thulasi, Nal thulasi, Thulasi, Alangai, Mal  murugu, Mudi, Suvi, Surasam, Thulavu,Malalangal","Sacred basil, Holy basil",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Operculina petaloidea,"vddhadrka, ym",,,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Operculina turpethum,trivta,Turbud/Nisoot,Sivathai,"Indian jalap, Turpeth",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Oroxylum indicum,yonka,Kharbaque Safed/Arloo,"Achi, Per ilanthai, Vangamaram",Indian Trumpet Flower,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Oryza sativa Linn.,li,Biranj/Chaawal/Aruzz,"Nellu , Arisi, Vari,Saali,Thorai,Vai, Virigi","Rice, Paddy",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Oxalis corniculata Linn.,cger,,"Puliyarai,Puliakkeerai",Indian sorrel,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Paederia foetida Linn.,"prasra, gandha prasra",Gandaliya/Icchhi Patrika,"Penarisangai, Pichulati ilai","skunk vine,stinkvine",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Papaver somniferum Linn.,ahiphena,Khashkhaash /,"Abini, Kasakasa, Posthakkai","Opium poppy, white poppy",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Phoenix dactylifera Linn.,kharjra,Khurma/Khajoor/Chohara/Jumaar/Kofarraa/Qiqus/Guncha-e-Khurma/Balh,"Perichankai, Ichi, Karchooram, Kuravam, Titti, Perindu",Date palm,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Phragmites karka Trin. ex. Steud Syn. P. roxburghii,"nala, narakula",Nal,Perunaanal,tall reed,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Phyllanthus acidus,"laval, haraphreva",,Arunelli,Tahitian gooseberry tree,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Phyllanthus emblica Linn. Syn.,malak,Aamla,Nelli,"emblic, Emblic Myrobalan",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Phyllanthus fraternus Webster Syn.,"tmalak, bhmymalak",Achhata/Bhuin Amla,Keezha nelli,gulf leaf-flower,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Picrorhiza kurroa,"kauk, kuak",Kutki,"Kadukurogini, Kadakarohini",Picrorhiza,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Pinus roxburghii Sarg.,"sarala, kilima, dhpasarala",Behroza/Biroza/Gandah Behrozah/Habb-e-Sanobar / Lab,Seemai devadaru,"Chir Pine,Himalayan Long Leaved Pine, Pine",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Piper betle Linn.,"ngavall, cavya bheda",Tambol/Paan,"Vetrilai, Thamboolavalli, Nagavalli, Melladagu, Vellilai, Ilaikodi, Sivanagini, Nirvalli, Pachadam",Betel,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Piper cubeba Linn. f.,kakola,Kababchini/Kankol,"Vaalmilaku, Thakkoolam, Ilathai, Thoorikai","Cubebs,Tailed Pepper",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Piper longum Linn.,pippal,Filfil Moya/Fasiwarees/Filfil Daraz,"Thippili, Pippili","Indian Long Pepper, Long Pepper",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Piper nigrum Linn.,marica,Filfil,Milagu,Black Pepper,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Piper retrofractum Vahl Syn.,cavya,Peepal Chab/Chavika,Chavyam,Java Long Pepper,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Pistacia integerrima J.L.Stewart ex Brandis,karkaag,,Kakkatashingi,"pistache, pistacia",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Pistacia lentiscus Linn.,"rmakundar, rm mastag",I'lk-al-Butm/Gond-e-Butm/Saqaz/Qarabiyoon/ Gandaroon / Mastagi Roomi / Dirw,"Vellaik kungiliyam, Roomimasthagi",mastic tree,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Pluchea lanceolata Oliv.,rsn,Rasna,,camphorweed,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Plumbago indica Linn.,citraka rakta,,"Chithiramoolam,Sengodi veli, Akkini",leadwort,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Plumbago zeylanica Linn.,citraka,Sheetraj Hindi/Chita Lakdi/ Cheeta,"Chithiramoolam, Venkodi veli, Sittragam","leadwort, Ceylon Lead Wort",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Polyalthia longifolia Thwaites,"devadru, khadru",Aashok/Asoka,"Nettilingam, Asoagm, Kagoli, Kolikudi, Saribam, Vansulam, Kasubam, Selai, Sendu, Tevadaram, Vansulam, Saribam, Pundi",mast tree,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Polygonatum cirrhifolium Royle / Asparagus racemosus Willd.,"mahmed, med",Maida Kalan,,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Pongamia pinnata,"karaja, naktamla, udakrya",Karanj,"Pungu, Poondhi, Karanjakam, Karanjam",pongame oiltree,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Premna mucronata Roxb.,agnimantha,,,premna,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Prunus avium,elavluka,,,sweet cherry,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Prunus cerasoides D. Don,padmaka,Padhmaakh,,birdcherry,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Psoralea corylifolia Linn.,bkuc,Babchi,"Kaarboga arisi,Baakusi,Kaarpuva arisi",psoralea fruit,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Pterocarpus santalinus Linn. f.,raktacandana,Sandal Surkh,"Senchandanam,Atti",red sandal wood,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Pueraria tuberosa DC.,"vidr, abhaka-jvaka",Qissa-al-Himaar/Bandaal,,indian kudzu,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Randia uliginosa DC.,pitaka,,"Perunkarai,Wagatta, Vargarai",,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Raphanus sativus Linn.,mlaka,Fujl/Mooli/Mulaka,Mullangi,radish,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Rhus parviflora Roxb.,tintika,Samandarphal,,Sumach,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Ricinus communis Linn.,eraa,Bedanjeer/Arand,"Aamanakku, Kottai muthu, Sitramanakku, Aerandam,Sithiram,Talabodam","castor,Palmachristi, Castor Plant",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Rumex vesicarius Linn.,cukrama,Ambadah/Amratak/Ambadi/Hummaz,"Shukkan keerai,Shukku keerai","dock, Sorrel, Bladder Dock",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Saccharum officinarum Linn.,iku,Ganna,"Poovan karumbu, Ikku, Vei, Punarpusam",sugarcane,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Saccharum spontaneum Linn.,ka,,Naanal,"ahlek, loa, wild cane, wild sugarcane",https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Salacia chinensis Linn.,"saptarag, saptacakr",,,bittersweet,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Salix caprea Linn.,"vajula, vetasa",Bed Mushk,,goat willow,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Santalum album Linn.,candana,Sandal Safaid/Sandal Zard,"Sandhanam, Ulocadam, Kulavuri, Ingam",sandalwood,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Saussurea lappa Clarke,kuha,,"Koshtam, Jathi koshtam, Chagal koshtam, Putchuk",saw-wort,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Schleichera oleosa,komra,Ahreez/Muasfar/Range-e- Zafraan,"Karanchi, Kula,Pulachi,Puvathi puvam, Pumaram, Kolama",lac tree,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Schrebera swientenioides Roxb.,"pal, vetamokaka",,Mahalingam,Weavers Beam tree,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Scindapsus officinalis Schott,gajapippal,Gaj peepal,Aanai thippili,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Scirpus kysoor,kaeru,,Gundatungagaddi,,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Semecarpus anacardium Linn.f.,bhalltaka,Baladur/Bhilavan,"Chenkottai,Vallaathi,Erimugi, Nandhi vidai, Poothanasanam, Sombalam, Virasagi, Tembarai, Kalagam",markingnut tree,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Sesamum indicum Linn.,tila,Kunjad Siyah/Til/Sheeraj,"Ellu,Thilam",sesame,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Sesbania grandiflora,"muni, agastya",Agasti,"Agathi, Acham, Muni, Kareeram, Chevvagathi, Peragathi",vegetable hummingbird,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Sesbania sesban Merril Syn. S. aegyptiaca Pers. / Sesbania aegyptiaca Poir,jayant,Rawasan/Qurratulain/Saisabaan,"Sitrakathi,Karunsembai, Sembai",Egyptian riverhemp,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Shorea robusta Gaertn.,la,Saal/Sakhu,"Saalakkunkiliyam, Karumaruthu,Saruvarasam,Kungilium",the sal tree,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Sida,"ngabal, bhmibal",,Pazham paasi,heartleaf fanpetals,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Sida cordifolia Linn.,bal,,"Nilathuthi,Paniarthuthi, Chitramutti, Arival",llima,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
Solanum indicum Linn.,bhat,Badanjan Hindi,"Mulli,Papparamulli,Karimulli, Siru valuthunai, Kandal, Kuttuchadikkandangathiri, Mundagam, Varttagi, Kari",nightshade,https://www.tkdl.res.in/tkdl/langdefault/Sowarigpa/Utility/KeywordDemo/Plant-Name.asp
